,Chapter,Verse,Word
32374,6.0,103.0,for
32375,6.0,103.0,everything
32376,6.0,103.0,
32377,6.0,104.0,No
32378,6.0,104.0,vision
32379,6.0,104.0,can
32380,6.0,104.0,grasp
32381,6.0,104.0,Him
32382,6.0,104.0,but
32383,6.0,104.0,His
32384,6.0,104.0,grasp
32385,6.0,104.0,is
32386,6.0,104.0,over
32387,6.0,104.0,all
32388,6.0,104.0,vision
32389,6.0,104.0,He
32390,6.0,104.0,is
32391,6.0,104.0,the
32392,6.0,104.0,Subtle
32393,6.0,104.0,the
32394,6.0,104.0,Expert
32395,6.0,104.0,
32396,6.0,105.0,Insights
32397,6.0,105.0,have
32398,6.0,105.0,come
32399,6.0,105.0,to
32400,6.0,105.0,you
32401,6.0,105.0,from
32402,6.0,105.0,your
32403,6.0,105.0,Lord
32404,6.0,105.0,Whoever
32405,6.0,105.0,sees
32406,6.0,105.0,it
32407,6.0,105.0,is
32408,6.0,105.0,to
32409,6.0,105.0,the
32410,6.0,105.0,benefit
32411,6.0,105.0,of
32412,6.0,105.0,his
32413,6.0,105.0,soul
32414,6.0,105.0,and
32415,6.0,105.0,whoever
32416,6.0,105.0,remains
32417,6.0,105.0,blind
32418,6.0,105.0,it
32419,6.0,105.0,is
32420,6.0,105.0,to
32421,6.0,105.0,its
32422,6.0,105.0,detriment
32423,6.0,105.0,I
32424,6.0,105.0,am
32425,6.0,105.0,not
32426,6.0,105.0,a
32427,6.0,105.0,guardian
32428,6.0,105.0,over
32429,6.0,105.0,you
32430,6.0,105.0,
32431,6.0,106.0,We
32432,6.0,106.0,thus
32433,6.0,106.0,diversify
32434,6.0,106.0,the
32435,6.0,106.0,revelations
32436,6.0,106.0,lest
32437,6.0,106.0,they
32438,6.0,106.0,say
32439,6.0,106.0,You
32440,6.0,106.0,have
32441,6.0,106.0,studied
32442,6.0,106.0,and
32443,6.0,106.0,to
32444,6.0,106.0,clarify
32445,6.0,106.0,them
32446,6.0,106.0,for
32447,6.0,106.0,people
32448,6.0,106.0,who
32449,6.0,106.0,know
32450,6.0,106.0,
32451,6.0,107.0,Follow
32452,6.0,107.0,what
32453,6.0,107.0,was
32454,6.0,107.0,revealed
32455,6.0,107.0,to
32456,6.0,107.0,you
32457,6.0,107.0,from
32458,6.0,107.0,your
32459,6.0,107.0,Lord
32460,6.0,107.0,There
32461,6.0,107.0,is
32462,6.0,107.0,no
32463,6.0,107.0,god
32464,6.0,107.0,but
32465,6.0,107.0,He
32466,6.0,107.0,And
32467,6.0,107.0,turn
32468,6.0,107.0,away
32469,6.0,107.0,from
32470,6.0,107.0,the
32471,6.0,107.0,polytheists
32472,6.0,107.0,
32473,6.0,108.0,Had
32474,6.0,108.0,God
32475,6.0,108.0,willed
32476,6.0,108.0,they
32477,6.0,108.0,would
32478,6.0,108.0,not
32479,6.0,108.0,have
32480,6.0,108.0,practiced
32481,6.0,108.0,idolatry
32482,6.0,108.0,We
32483,6.0,108.0,did
32484,6.0,108.0,not
32485,6.0,108.0,appoint
32486,6.0,108.0,you
32487,6.0,108.0,as
32488,6.0,108.0,a
32489,6.0,108.0,guardian
32490,6.0,108.0,over
32491,6.0,108.0,them
32492,6.0,108.0,and
32493,6.0,108.0,you
32494,6.0,108.0,are
32495,6.0,108.0,not
32496,6.0,108.0,a
32497,6.0,108.0,manager
32498,6.0,108.0,over
32499,6.0,108.0,them
32500,6.0,108.0,
32501,6.0,109.0,Do
32502,6.0,109.0,not
32503,6.0,109.0,insult
32504,6.0,109.0,those
32505,6.0,109.0,they
32506,6.0,109.0,call
32507,6.0,109.0,upon
32508,6.0,109.0,besides
32509,6.0,109.0,God
32510,6.0,109.0,lest
32511,6.0,109.0,they
32512,6.0,109.0,insult
32513,6.0,109.0,God
32514,6.0,109.0,out
32515,6.0,109.0,of
32516,6.0,109.0,hostility
32517,6.0,109.0,and
32518,6.0,109.0,ignorance
32519,6.0,109.0,We
32520,6.0,109.0,made
32521,6.0,109.0,attractive
32522,6.0,109.0,to
32523,6.0,109.0,every
32524,6.0,109.0,community
32525,6.0,109.0,their
32526,6.0,109.0,deeds
32527,6.0,109.0,Then
32528,6.0,109.0,to
32529,6.0,109.0,their
32530,6.0,109.0,Lord
32531,6.0,109.0,is
32532,6.0,109.0,their
32533,6.0,109.0,return
32534,6.0,109.0,and
32535,6.0,109.0,He
32536,6.0,109.0,will
32537,6.0,109.0,inform
32538,6.0,109.0,them
32539,6.0,109.0,of
32540,6.0,109.0,what
32541,6.0,109.0,they
32542,6.0,109.0,used
32543,6.0,109.0,to
32544,6.0,109.0,do
32545,6.0,109.0,
32546,6.0,110.0,They
32547,6.0,110.0,swear
32548,6.0,110.0,by
32549,6.0,110.0,God
32550,6.0,110.0,with
32551,6.0,110.0,their
32552,6.0,110.0,most
32553,6.0,110.0,solemn
32554,6.0,110.0,oaths
32555,6.0,110.0,that
32556,6.0,110.0,if
32557,6.0,110.0,a
32558,6.0,110.0,miracle
32559,6.0,110.0,were
32560,6.0,110.0,to
32561,6.0,110.0,come
32562,6.0,110.0,to
32563,6.0,110.0,them
32564,6.0,110.0,they
32565,6.0,110.0,would
32566,6.0,110.0,believe
32567,6.0,110.0,in
32568,6.0,110.0,it
32569,6.0,110.0,Say
32570,6.0,110.0,The
32571,6.0,110.0,miracles
32572,6.0,110.0,are
32573,6.0,110.0,only
32574,6.0,110.0,with
32575,6.0,110.0,God
32576,6.0,110.0,But
32577,6.0,110.0,how
32578,6.0,110.0,do
32579,6.0,110.0,you
32580,6.0,110.0,know
32581,6.0,110.0,Even
32582,6.0,110.0,if
32583,6.0,110.0,it
32584,6.0,110.0,did
32585,6.0,110.0,come
32586,6.0,110.0,they
32587,6.0,110.0,still
32588,6.0,110.0,would
32589,6.0,110.0,not
32590,6.0,110.0,believe
32591,6.0,110.0,
32592,6.0,111.0,And
32593,6.0,111.0,We
32594,6.0,111.0,turn
32595,6.0,111.0,away
32596,6.0,111.0,their
32597,6.0,111.0,hearts
32598,6.0,111.0,and
32599,6.0,111.0,their
32600,6.0,111.0,visions
32601,6.0,111.0,as
32602,6.0,111.0,they
32603,6.0,111.0,refused
32604,6.0,111.0,to
32605,6.0,111.0,believe
32606,6.0,111.0,in
32607,6.0,111.0,it
32608,6.0,111.0,the
32609,6.0,111.0,first
32610,6.0,111.0,time
32611,6.0,111.0,and
32612,6.0,111.0,We
32613,6.0,111.0,leave
32614,6.0,111.0,them
32615,6.0,111.0,blundering
32616,6.0,111.0,in
32617,6.0,111.0,their
32618,6.0,111.0,rebellion
32619,6.0,111.0,
32620,6.0,112.0,Even
32621,6.0,112.0,if
32622,6.0,112.0,We
32623,6.0,112.0,sent
32624,6.0,112.0,down
32625,6.0,112.0,the
32626,6.0,112.0,angels
32627,6.0,112.0,to
32628,6.0,112.0,them
32629,6.0,112.0,and
32630,6.0,112.0,the
32631,6.0,112.0,dead
32632,6.0,112.0,spoke
32633,6.0,112.0,to
32634,6.0,112.0,them
32635,6.0,112.0,and
32636,6.0,112.0,We
32637,6.0,112.0,gathered
32638,6.0,112.0,all
32639,6.0,112.0,things
32640,6.0,112.0,before
32641,6.0,112.0,them
32642,6.0,112.0,they
32643,6.0,112.0,still
32644,6.0,112.0,would
32645,6.0,112.0,not
32646,6.0,112.0,believe
32647,6.0,112.0,unless
32648,6.0,112.0,God
32649,6.0,112.0,wills
32650,6.0,112.0,but
32651,6.0,112.0,most
32652,6.0,112.0,of
32653,6.0,112.0,them
32654,6.0,112.0,are
32655,6.0,112.0,ignorant
32656,6.0,112.0,
32657,6.0,113.0,Likewise
32658,6.0,113.0,We
32659,6.0,113.0,have
32660,6.0,113.0,assigned
32661,6.0,113.0,for
32662,6.0,113.0,every
32663,6.0,113.0,prophet
32664,6.0,113.0,an
32665,6.0,113.0,enemyhuman
32666,6.0,113.0,and
32667,6.0,113.0,jinn
32668,6.0,113.0,devilsinspiring
32669,6.0,113.0,one
32670,6.0,113.0,another
32671,6.0,113.0,with
32672,6.0,113.0,fancy
32673,6.0,113.0,words
32674,6.0,113.0,in
32675,6.0,113.0,order
32676,6.0,113.0,to
32677,6.0,113.0,deceive
32678,6.0,113.0,But
32679,6.0,113.0,had
32680,6.0,113.0,your
32681,6.0,113.0,Lord
32682,6.0,113.0,willed
32683,6.0,113.0,they
32684,6.0,113.0,would
32685,6.0,113.0,not
32686,6.0,113.0,have
32687,6.0,113.0,done
32688,6.0,113.0,it
32689,6.0,113.0,So
32690,6.0,113.0,leave
32691,6.0,113.0,them
32692,6.0,113.0,to
32693,6.0,113.0,their
32694,6.0,113.0,fabrications
32695,6.0,113.0,
32696,6.0,114.0,So
32697,6.0,114.0,that
32698,6.0,114.0,the
32699,6.0,114.0,hearts
32700,6.0,114.0,of
32701,6.0,114.0,those
32702,6.0,114.0,who
32703,6.0,114.0,do
32704,6.0,114.0,not
32705,6.0,114.0,believe
32706,6.0,114.0,in
32707,6.0,114.0,the
32708,6.0,114.0,Hereafter
32709,6.0,114.0,may
32710,6.0,114.0,incline
32711,6.0,114.0,to
32712,6.0,114.0,it
32713,6.0,114.0,and
32714,6.0,114.0,be
32715,6.0,114.0,content
32716,6.0,114.0,with
32717,6.0,114.0,it
32718,6.0,114.0,and
32719,6.0,114.0,that
32720,6.0,114.0,they
32721,6.0,114.0,may
32722,6.0,114.0,perpetrate
32723,6.0,114.0,whatever
32724,6.0,114.0,they
32725,6.0,114.0,perpetrate
32726,6.0,114.0,
32727,6.0,115.0,Shall
32728,6.0,115.0,I
32729,6.0,115.0,seek
32730,6.0,115.0,a
32731,6.0,115.0,judge
32732,6.0,115.0,other
32733,6.0,115.0,than
32734,6.0,115.0,God
32735,6.0,115.0,when
32736,6.0,115.0,He
32737,6.0,115.0,is
32738,6.0,115.0,the
32739,6.0,115.0,One
32740,6.0,115.0,who
32741,6.0,115.0,revealed
32742,6.0,115.0,to
32743,6.0,115.0,you
32744,6.0,115.0,the
32745,6.0,115.0,Book
32746,6.0,115.0,explained
32747,6.0,115.0,in
32748,6.0,115.0,detail
32749,6.0,115.0,Those
32750,6.0,115.0,to
32751,6.0,115.0,whom
32752,6.0,115.0,We
32753,6.0,115.0,gave
32754,6.0,115.0,the
32755,6.0,115.0,Book
32756,6.0,115.0,know
32757,6.0,115.0,that
32758,6.0,115.0,it
32759,6.0,115.0,is
32760,6.0,115.0,the
32761,6.0,115.0,truth
32762,6.0,115.0,revealed
32763,6.0,115.0,from
32764,6.0,115.0,your
32765,6.0,115.0,Lord
32766,6.0,115.0,So
32767,6.0,115.0,do
32768,6.0,115.0,not
32769,6.0,115.0,be
32770,6.0,115.0,of
32771,6.0,115.0,those
32772,6.0,115.0,who
32773,6.0,115.0,doubt
32774,6.0,115.0,
32775,6.0,116.0,The
32776,6.0,116.0,Word
32777,6.0,116.0,of
32778,6.0,116.0,your
32779,6.0,116.0,Lord
32780,6.0,116.0,has
32781,6.0,116.0,been
32782,6.0,116.0,completed
32783,6.0,116.0,in
32784,6.0,116.0,truth
32785,6.0,116.0,and
32786,6.0,116.0,justice
32787,6.0,116.0,There
32788,6.0,116.0,is
32789,6.0,116.0,no
32790,6.0,116.0,changing
32791,6.0,116.0,to
32792,6.0,116.0,His
32793,6.0,116.0,words
32794,6.0,116.0,He
32795,6.0,116.0,is
32796,6.0,116.0,the
32797,6.0,116.0,Hearer
32798,6.0,116.0,the
32799,6.0,116.0,Knower
32800,6.0,116.0,
32801,6.0,117.0,If
32802,6.0,117.0,you
32803,6.0,117.0,were
32804,6.0,117.0,to
32805,6.0,117.0,obey
32806,6.0,117.0,most
32807,6.0,117.0,of
32808,6.0,117.0,those
32809,6.0,117.0,on
32810,6.0,117.0,earth
32811,6.0,117.0,they
32812,6.0,117.0,would
32813,6.0,117.0,divert
32814,6.0,117.0,you
32815,6.0,117.0,from
32816,6.0,117.0,Gods
32817,6.0,117.0,path
32818,6.0,117.0,They
32819,6.0,117.0,follow
32820,6.0,117.0,nothing
32821,6.0,117.0,but
32822,6.0,117.0,assumptions
32823,6.0,117.0,and
32824,6.0,117.0,they
32825,6.0,117.0,only
32826,6.0,117.0,conjecture
32827,6.0,117.0,
32828,6.0,118.0,Your
32829,6.0,118.0,Lord
32830,6.0,118.0,knows
32831,6.0,118.0,best
32832,6.0,118.0,who
32833,6.0,118.0,strays
32834,6.0,118.0,from
32835,6.0,118.0,His
32836,6.0,118.0,path
32837,6.0,118.0,and
32838,6.0,118.0,He
32839,6.0,118.0,knows
32840,6.0,118.0,best
32841,6.0,118.0,the
32842,6.0,118.0,guided
32843,6.0,118.0,ones
32844,6.0,118.0,
32845,6.0,119.0,So
32846,6.0,119.0,eat
32847,6.0,119.0,of
32848,6.0,119.0,that
32849,6.0,119.0,over
32850,6.0,119.0,which
32851,6.0,119.0,the
32852,6.0,119.0,Name
32853,6.0,119.0,of
32854,6.0,119.0,God
32855,6.0,119.0,was
32856,6.0,119.0,pronounced
32857,6.0,119.0,if
32858,6.0,119.0,you
32859,6.0,119.0,indeed
32860,6.0,119.0,believe
32861,6.0,119.0,in
32862,6.0,119.0,His
32863,6.0,119.0,revelations
32864,6.0,119.0,
32865,6.0,120.0,And
32866,6.0,120.0,why
32867,6.0,120.0,should
32868,6.0,120.0,you
32869,6.0,120.0,not
32870,6.0,120.0,eat
32871,6.0,120.0,of
32872,6.0,120.0,that
32873,6.0,120.0,over
32874,6.0,120.0,which
32875,6.0,120.0,the
32876,6.0,120.0,Name
32877,6.0,120.0,of
32878,6.0,120.0,God
32879,6.0,120.0,is
32880,6.0,120.0,pronounced
32881,6.0,120.0,when
32882,6.0,120.0,He
32883,6.0,120.0,has
32884,6.0,120.0,detailed
32885,6.0,120.0,for
32886,6.0,120.0,you
32887,6.0,120.0,what
32888,6.0,120.0,is
32889,6.0,120.0,prohibited
32890,6.0,120.0,for
32891,6.0,120.0,you
32892,6.0,120.0,unless
32893,6.0,120.0,you
32894,6.0,120.0,are
32895,6.0,120.0,compelled
32896,6.0,120.0,by
32897,6.0,120.0,necessity
32898,6.0,120.0,Many
32899,6.0,120.0,lead
32900,6.0,120.0,astray
32901,6.0,120.0,with
32902,6.0,120.0,their
32903,6.0,120.0,opinions
32904,6.0,120.0,through
32905,6.0,120.0,lack
32906,6.0,120.0,of
32907,6.0,120.0,knowledge
32908,6.0,120.0,Your
32909,6.0,120.0,Lord
32910,6.0,120.0,knows
32911,6.0,120.0,best
32912,6.0,120.0,the
32913,6.0,120.0,transgressors
32914,6.0,120.0,
32915,6.0,121.0,So
32916,6.0,121.0,abandon
32917,6.0,121.0,sin
32918,6.0,121.0,outward
32919,6.0,121.0,and
32920,6.0,121.0,inward
32921,6.0,121.0,Those
32922,6.0,121.0,who
32923,6.0,121.0,commit
32924,6.0,121.0,sins
32925,6.0,121.0,will
32926,6.0,121.0,be
32927,6.0,121.0,repaid
32928,6.0,121.0,for
32929,6.0,121.0,what
32930,6.0,121.0,they
32931,6.0,121.0,used
32932,6.0,121.0,to
32933,6.0,121.0,perpetrate
32934,6.0,121.0,
32935,6.0,122.0,And
32936,6.0,122.0,do
32937,6.0,122.0,not
32938,6.0,122.0,eat
32939,6.0,122.0,from
32940,6.0,122.0,that
32941,6.0,122.0,over
32942,6.0,122.0,which
32943,6.0,122.0,the
32944,6.0,122.0,Name
32945,6.0,122.0,of
32946,6.0,122.0,God
32947,6.0,122.0,was
32948,6.0,122.0,not
32949,6.0,122.0,pronounced
32950,6.0,122.0,for
32951,6.0,122.0,it
32952,6.0,122.0,is
32953,6.0,122.0,abomination
32954,6.0,122.0,The
32955,6.0,122.0,devils
32956,6.0,122.0,inspire
32957,6.0,122.0,their
32958,6.0,122.0,followers
32959,6.0,122.0,to
32960,6.0,122.0,argue
32961,6.0,122.0,with
32962,6.0,122.0,you
32963,6.0,122.0,but
32964,6.0,122.0,if
32965,6.0,122.0,you
32966,6.0,122.0,obey
32967,6.0,122.0,them
32968,6.0,122.0,you
32969,6.0,122.0,would
32970,6.0,122.0,be
32971,6.0,122.0,polytheists
32972,6.0,122.0,
32973,6.0,123.0,Is
32974,6.0,123.0,he
32975,6.0,123.0,who
32976,6.0,123.0,was
32977,6.0,123.0,dead
32978,6.0,123.0,then
32979,6.0,123.0,We
32980,6.0,123.0,gave
32981,6.0,123.0,him
32982,6.0,123.0,life
32983,6.0,123.0,and
32984,6.0,123.0,made
32985,6.0,123.0,for
32986,6.0,123.0,him
32987,6.0,123.0,a
32988,6.0,123.0,light
32989,6.0,123.0,by
32990,6.0,123.0,which
32991,6.0,123.0,he
32992,6.0,123.0,walks
32993,6.0,123.0,among
32994,6.0,123.0,the
32995,6.0,123.0,people
32996,6.0,123.0,like
32997,6.0,123.0,he
32998,6.0,123.0,who
32999,6.0,123.0,is
33000,6.0,123.0,in
33001,6.0,123.0,total
33002,6.0,123.0,darkness
33003,6.0,123.0,and
33004,6.0,123.0,cannot
33005,6.0,123.0,get
33006,6.0,123.0,out
33007,6.0,123.0,of
33008,6.0,123.0,it
33009,6.0,123.0,Thus
33010,6.0,123.0,the
33011,6.0,123.0,doings
33012,6.0,123.0,of
33013,6.0,123.0,disbelievers
33014,6.0,123.0,are
33015,6.0,123.0,made
33016,6.0,123.0,to
33017,6.0,123.0,appear
33018,6.0,123.0,good
33019,6.0,123.0,to
33020,6.0,123.0,them
33021,6.0,123.0,
33022,6.0,124.0,And
33023,6.0,124.0,thus
33024,6.0,124.0,We
33025,6.0,124.0,set
33026,6.0,124.0,up
33027,6.0,124.0,in
33028,6.0,124.0,every
33029,6.0,124.0,city
33030,6.0,124.0,its
33031,6.0,124.0,leading
33032,6.0,124.0,wicked
33033,6.0,124.0,sinners
33034,6.0,124.0,to
33035,6.0,124.0,conspire
33036,6.0,124.0,in
33037,6.0,124.0,it
33038,6.0,124.0,but
33039,6.0,124.0,they
33040,6.0,124.0,conspire
33041,6.0,124.0,only
33042,6.0,124.0,against
33043,6.0,124.0,themselves
33044,6.0,124.0,and
33045,6.0,124.0,they
33046,6.0,124.0,do
33047,6.0,124.0,not
33048,6.0,124.0,realize
33049,6.0,124.0,it
33050,6.0,124.0,
33051,6.0,125.0,When
33052,6.0,125.0,a
33053,6.0,125.0,sign
33054,6.0,125.0,comes
33055,6.0,125.0,to
33056,6.0,125.0,them
33057,6.0,125.0,they
33058,6.0,125.0,say
33059,6.0,125.0,We
33060,6.0,125.0,will
33061,6.0,125.0,not
33062,6.0,125.0,believe
33063,6.0,125.0,unless
33064,6.0,125.0,we
33065,6.0,125.0,are
33066,6.0,125.0,given
33067,6.0,125.0,the
33068,6.0,125.0,like
33069,6.0,125.0,of
33070,6.0,125.0,what
33071,6.0,125.0,was
33072,6.0,125.0,given
33073,6.0,125.0,to
33074,6.0,125.0,Gods
33075,6.0,125.0,messengers
33076,6.0,125.0,God
33077,6.0,125.0,knows
33078,6.0,125.0,best
33079,6.0,125.0,where
33080,6.0,125.0,to
33081,6.0,125.0,place
33082,6.0,125.0,His
33083,6.0,125.0,message
33084,6.0,125.0,Humiliation
33085,6.0,125.0,from
33086,6.0,125.0,God
33087,6.0,125.0,and
33088,6.0,125.0,severe
33089,6.0,125.0,torment
33090,6.0,125.0,will
33091,6.0,125.0,afflict
33092,6.0,125.0,the
33093,6.0,125.0,criminals
33094,6.0,125.0,for
33095,6.0,125.0,their
33096,6.0,125.0,scheming
33097,6.0,125.0,
33098,6.0,126.0,Whomever
33099,6.0,126.0,God
33100,6.0,126.0,desires
33101,6.0,126.0,to
33102,6.0,126.0,guide
33103,6.0,126.0,He
33104,6.0,126.0,spreads
33105,6.0,126.0,open
33106,6.0,126.0,his
33107,6.0,126.0,heart
33108,6.0,126.0,to
33109,6.0,126.0,Islam
33110,6.0,126.0,and
33111,6.0,126.0,whomever
33112,6.0,126.0,He
33113,6.0,126.0,desires
33114,6.0,126.0,to
33115,6.0,126.0,misguide
33116,6.0,126.0,He
33117,6.0,126.0,makes
33118,6.0,126.0,his
33119,6.0,126.0,heart
33120,6.0,126.0,narrow
33121,6.0,126.0,constricted
33122,6.0,126.0,as
33123,6.0,126.0,though
33124,6.0,126.0,he
33125,6.0,126.0,were
33126,6.0,126.0,climbing
33127,6.0,126.0,up
33128,6.0,126.0,the
33129,6.0,126.0,sky
33130,6.0,126.0,God
33131,6.0,126.0,thus
33132,6.0,126.0,lays
33133,6.0,126.0,defilement
33134,6.0,126.0,upon
33135,6.0,126.0,those
33136,6.0,126.0,who
33137,6.0,126.0,do
33138,6.0,126.0,not
33139,6.0,126.0,believe
33140,6.0,126.0,
33141,6.0,127.0,This
33142,6.0,127.0,is
33143,6.0,127.0,the
33144,6.0,127.0,straight
33145,6.0,127.0,path
33146,6.0,127.0,of
33147,6.0,127.0,your
33148,6.0,127.0,Lord
33149,6.0,127.0,We
33150,6.0,127.0,have
33151,6.0,127.0,explained
33152,6.0,127.0,the
33153,6.0,127.0,revelations
33154,6.0,127.0,in
33155,6.0,127.0,detail
33156,6.0,127.0,for
33157,6.0,127.0,people
33158,6.0,127.0,who
33159,6.0,127.0,recollect
33160,6.0,127.0,
33161,6.0,128.0,For
33162,6.0,128.0,them
33163,6.0,128.0,is
33164,6.0,128.0,the
33165,6.0,128.0,Home
33166,6.0,128.0,of
33167,6.0,128.0,Peace
33168,6.0,128.0,with
33169,6.0,128.0,their
33170,6.0,128.0,Lord
33171,6.0,128.0,and
33172,6.0,128.0,He
33173,6.0,128.0,is
33174,6.0,128.0,their
33175,6.0,128.0,Masterbecause
33176,6.0,128.0,of
33177,6.0,128.0,what
33178,6.0,128.0,they
33179,6.0,128.0,used
33180,6.0,128.0,to
33181,6.0,128.0,do
33182,6.0,128.0,
33183,6.0,129.0,On
33184,6.0,129.0,the
33185,6.0,129.0,Day
33186,6.0,129.0,when
33187,6.0,129.0,He
33188,6.0,129.0,gathers
33189,6.0,129.0,them
33190,6.0,129.0,all
33191,6.0,129.0,together
33192,6.0,129.0,O
33193,6.0,129.0,assembly
33194,6.0,129.0,of
33195,6.0,129.0,jinn
33196,6.0,129.0,you
33197,6.0,129.0,have
33198,6.0,129.0,exploited
33199,6.0,129.0,multitudes
33200,6.0,129.0,of
33201,6.0,129.0,humans
33202,6.0,129.0,Their
33203,6.0,129.0,adherents
33204,6.0,129.0,among
33205,6.0,129.0,mankind
33206,6.0,129.0,will
33207,6.0,129.0,say
33208,6.0,129.0,Our
33209,6.0,129.0,Lord
33210,6.0,129.0,we
33211,6.0,129.0,have
33212,6.0,129.0,profited
33213,6.0,129.0,from
33214,6.0,129.0,one
33215,6.0,129.0,another
33216,6.0,129.0,but
33217,6.0,129.0,we
33218,6.0,129.0,have
33219,6.0,129.0,reached
33220,6.0,129.0,the
33221,6.0,129.0,term
33222,6.0,129.0,that
33223,6.0,129.0,you
33224,6.0,129.0,have
33225,6.0,129.0,assigned
33226,6.0,129.0,for
33227,6.0,129.0,us
33228,6.0,129.0,He
33229,6.0,129.0,will
33230,6.0,129.0,say
33231,6.0,129.0,The
33232,6.0,129.0,Fire
33233,6.0,129.0,is
33234,6.0,129.0,your
33235,6.0,129.0,dwelling
33236,6.0,129.0,wherein
33237,6.0,129.0,you
33238,6.0,129.0,will
33239,6.0,129.0,remain
33240,6.0,129.0,except
33241,6.0,129.0,as
33242,6.0,129.0,God
33243,6.0,129.0,wills
33244,6.0,129.0,Your
33245,6.0,129.0,Lord
33246,6.0,129.0,is
33247,6.0,129.0,Wise
33248,6.0,129.0,and
33249,6.0,129.0,Informed
33250,6.0,129.0,
33251,6.0,130.0,Thus
33252,6.0,130.0,We
33253,6.0,130.0,make
33254,6.0,130.0,some
33255,6.0,130.0,of
33256,6.0,130.0,the
33257,6.0,130.0,wrongdoers
33258,6.0,130.0,befriend
33259,6.0,130.0,one
33260,6.0,130.0,another
33261,6.0,130.0,because
33262,6.0,130.0,of
33263,6.0,130.0,what
33264,6.0,130.0,they
33265,6.0,130.0,used
33266,6.0,130.0,to
33267,6.0,130.0,do
33268,6.0,130.0,
33269,6.0,131.0,O
33270,6.0,131.0,assembly
33271,6.0,131.0,of
33272,6.0,131.0,jinn
33273,6.0,131.0,and
33274,6.0,131.0,humans
33275,6.0,131.0,did
33276,6.0,131.0,there
33277,6.0,131.0,not
33278,6.0,131.0,come
33279,6.0,131.0,to
33280,6.0,131.0,you
33281,6.0,131.0,messengers
33282,6.0,131.0,from
33283,6.0,131.0,among
33284,6.0,131.0,you
33285,6.0,131.0,relating
33286,6.0,131.0,to
33287,6.0,131.0,you
33288,6.0,131.0,My
33289,6.0,131.0,revelations
33290,6.0,131.0,and
33291,6.0,131.0,warning
33292,6.0,131.0,you
33293,6.0,131.0,of
33294,6.0,131.0,the
33295,6.0,131.0,meeting
33296,6.0,131.0,of
33297,6.0,131.0,this
33298,6.0,131.0,Day
33299,6.0,131.0,of
33300,6.0,131.0,yours
33301,6.0,131.0,They
33302,6.0,131.0,will
33303,6.0,131.0,say
33304,6.0,131.0,We
33305,6.0,131.0,testify
33306,6.0,131.0,against
33307,6.0,131.0,ourselves
33308,6.0,131.0,The
33309,6.0,131.0,life
33310,6.0,131.0,of
33311,6.0,131.0,the
33312,6.0,131.0,world
33313,6.0,131.0,seduced
33314,6.0,131.0,them
33315,6.0,131.0,They
33316,6.0,131.0,will
33317,6.0,131.0,testify
33318,6.0,131.0,against
33319,6.0,131.0,themselves
33320,6.0,131.0,that
33321,6.0,131.0,they
33322,6.0,131.0,were
33323,6.0,131.0,disbelievers
33324,6.0,131.0,
33325,6.0,132.0,That
33326,6.0,132.0,is
33327,6.0,132.0,because
33328,6.0,132.0,your
33329,6.0,132.0,Lord
33330,6.0,132.0,would
33331,6.0,132.0,not
33332,6.0,132.0,destroy
33333,6.0,132.0,towns
33334,6.0,132.0,for
33335,6.0,132.0,injustice
33336,6.0,132.0,while
33337,6.0,132.0,their
33338,6.0,132.0,inhabitants
33339,6.0,132.0,are
33340,6.0,132.0,unaware
33341,6.0,132.0,
33342,6.0,133.0,They
33343,6.0,133.0,all
33344,6.0,133.0,have
33345,6.0,133.0,ranks
33346,6.0,133.0,according
33347,6.0,133.0,to
33348,6.0,133.0,what
33349,6.0,133.0,they
33350,6.0,133.0,did
33351,6.0,133.0,and
33352,6.0,133.0,your
33353,6.0,133.0,Lord
33354,6.0,133.0,is
33355,6.0,133.0,not
33356,6.0,133.0,unaware
33357,6.0,133.0,of
33358,6.0,133.0,what
33359,6.0,133.0,they
33360,6.0,133.0,do
33361,6.0,133.0,
33362,6.0,134.0,Your
33363,6.0,134.0,Lord
33364,6.0,134.0,is
33365,6.0,134.0,the
33366,6.0,134.0,Rich
33367,6.0,134.0,Beyond
33368,6.0,134.0,Need
33369,6.0,134.0,the
33370,6.0,134.0,Possessor
33371,6.0,134.0,of
33372,6.0,134.0,Mercy
33373,6.0,134.0,If
33374,6.0,134.0,He
33375,6.0,134.0,wills
33376,6.0,134.0,He
33377,6.0,134.0,can
33378,6.0,134.0,do
33379,6.0,134.0,away
33380,6.0,134.0,with
33381,6.0,134.0,you
33382,6.0,134.0,and
33383,6.0,134.0,substitute
33384,6.0,134.0,whomever
33385,6.0,134.0,He
33386,6.0,134.0,wills
33387,6.0,134.0,in
33388,6.0,134.0,your
33389,6.0,134.0,place
33390,6.0,134.0,just
33391,6.0,134.0,as
33392,6.0,134.0,He
33393,6.0,134.0,produced
33394,6.0,134.0,you
33395,6.0,134.0,from
33396,6.0,134.0,the
33397,6.0,134.0,descendants
33398,6.0,134.0,of
33399,6.0,134.0,another
33400,6.0,134.0,people
33401,6.0,134.0,
33402,6.0,135.0,What
33403,6.0,135.0,you
33404,6.0,135.0,are
33405,6.0,135.0,promised
33406,6.0,135.0,is
33407,6.0,135.0,coming
33408,6.0,135.0,and
33409,6.0,135.0,you
33410,6.0,135.0,cannot
33411,6.0,135.0,thwart
